loan_amnt,PD,LGD,EAD,Expected_Loss,actual_default
35000.0,0.2568139,0.4402,35000.0,3956.7317572999996,0
5475.0,0.09780866,0.4402,5475.0,235.72816242270002,0
6000.0,0.21360551,0.4402,6000.0,564.1748730119999,1
24000.0,0.21483488,0.4402,24000.0,2269.687540224,0
10000.0,0.07569911,0.4402,10000.0,333.22748222,1
6900.0,0.14122336,0.4402,6900.0,428.9490091967999,0
15975.0,0.21829769,0.4402,15975.0,1535.1119241295498,0
21600.0,0.16249746,0.4402,21600.0,1545.0778488672001,0
14400.0,0.1708316,0.4402,14400.0,1082.881012608,0
8000.0,0.07573269,0.4402,8000.0,266.700241104,0
7000.0,0.3643133,0.4402,7000.0,1122.59500262,0
20000.0,0.030806473,0.4402,20000.0,271.220188292,0
25825.0,0.50265354,0.4402,25825.0,5714.248380554099,0
24575.0,0.009180082,0.4402,24575.0,99.30934676903001,0
3200.0,0.10074979,0.4402,3200.0,141.9201841856,0
22875.0,0.10339496,0.4402,22875.0,1041.143304342,0
35000.0,0.26309142,0.4402,35000.0,4053.44950794,1
2400.0,0.29307136,0.4402,2400.0,309.6240304128,0
25000.0,0.070091374,0.4402,25000.0,771.35557087,0
8800.0,0.04592988,0.4402,8800.0,177.92133194879997,0
2500.0,0.17434733,0.4402,2500.0,191.869236665,0
8000.0,0.19956861,0.4402,8000.0,702.800816976,1
20000.0,0.021269672,0.4402,20000.0,187.25819228799998,0
35000.0,0.049530424,0.4402,35000.0,763.115242568,0
15000.0,0.023685228,0.4402,15000.0,156.393560484,0
16000.0,0.99998295,0.4402,16000.0,7043.0799134399995,1
10800.0,0.20374298,0.4402,10800.0,968.6267257967999,0
7500.0,0.18941128,0.4402,7500.0,625.34134092,0
16000.0,0.24083751,0.4402,16000.0,1696.266750432,0
9000.0,0.05383563,0.4402,9000.0,213.285998934,0
9500.0,0.056561623,0.4402,9500.0,236.53505122369998,0
10000.0,0.12857038,0.4402,10000.0,565.96681276,1
6000.0,0.25575802,0.4402,6000.0,675.5080824239999,0
15600.0,0.16765949,0.4402,15600.0,1151.3378369688,0
35000.0,0.2639862,0.4402,35000.0,4067.2353834,0
5000.0,0.062377173,0.4402,5000.0,137.29215777299999,0
20400.0,0.22440228,0.4402,20400.0,2015.1504265824,0
8000.0,0.06731432,0.4402,8000.0,237.05410931199998,0
16000.0,0.014384262,0.4402,16000.0,101.3112341184,0
18000.0,0.053203065,0.4402,18000.0,421.559805834,0
35000.0,0.105576485,0.4402,35000.0,1626.616904395,0
13150.0,0.13571714,0.4402,13150.0,785.6163081182,0
5600.0,0.29603362,0.4402,5600.0,729.7583973344,0
23000.0,0.09529091,0.4402,23000.0,964.782347386,0
12600.0,0.048353378,0.4402,12600.0,268.19297814456,0
11000.0,0.16976093,0.4402,11000.0,822.016375246,0
4000.0,0.31612882,0.4402,4000.0,556.6396262559999,1
20000.0,0.5736711,0.4402,20000.0,5050.600364399999,0
10000.0,0.13046433,0.4402,10000.0,574.3039806599999,0
18850.0,0.07287854,0.4402,18850.0,604.7293628558,0
21000.0,0.14652766,0.4402,21000.0,1354.5309945719998,0
10500.0,0.1632252,0.4402,10500.0,754.4431969199999,0
4575.0,0.035873663,0.4402,4575.0,72.246508020645,0
5000.0,0.10408265,0.4402,5000.0,229.08591265,0
8000.0,0.23612982,0.4402,8000.0,831.5547741119999,0
5000.0,0.053239316,0.4402,5000.0,117.179734516,0
9075.0,0.1511472,0.4402,9075.0,603.8051017680001,0
12500.0,0.032571528,0.4402,12500.0,179.22483282000002,0
19600.0,0.06432859,0.4402,19600.0,555.0219282328001,0
35000.0,0.50414467,0.4402,35000.0,7767.356930689999,1
28000.0,0.24334624,0.4402,28000.0,2999.3884157439998,0
14000.0,0.9999927,0.4402,14000.0,6162.755011559999,1
16000.0,0.3231313,0.4402,16000.0,2275.87837216,0
14000.0,0.27352425,0.4402,14000.0,1685.6752479000002,0
24000.0,0.26943198,0.4402,24000.0,2846.4949823039997,0
35000.0,0.99998903,0.4402,35000.0,15406.83098521,1
8000.0,0.1579716,0.4402,8000.0,556.31278656,0
3600.0,0.15109389,0.4402,3600.0,239.4415093608,0
10500.0,0.20184368,0.4402,10500.0,932.941673328,0
3000.0,0.20747387,0.4402,3000.0,273.989992722,0
16000.0,0.29710138,0.4402,16000.0,2092.544439616,0
8000.0,0.3128737,0.4402,8000.0,1101.81602192,0
19500.0,0.049666233,0.4402,19500.0,426.32997744869994,0
2000.0,0.10612424,0.4402,2000.0,93.43178089599999,0
16000.0,0.27040118,0.4402,16000.0,1904.489590976,0
3500.0,0.17403847,0.4402,3500.0,268.141070729,0
24000.0,0.018067649,0.4402,24000.0,190.88109815520002,0
6000.0,0.041990004,0.4402,6000.0,110.90399856479998,0
24000.0,0.34795773,0.4402,24000.0,3676.1038259039997,0
14875.0,0.2407786,0.4402,14875.0,1576.612253335,0
10000.0,0.23313789,0.4402,10000.0,1026.27299178,0
15000.0,0.9999896,0.4402,15000.0,6602.9313288,1
10000.0,0.15105072,0.4402,10000.0,664.92526944,0
24000.0,0.4104646,0.4402,24000.0,4336.47640608,1
23525.0,0.074288115,0.4402,23525.0,769.3058039460749,0
11000.0,0.20933883,0.4402,11000.0,1013.660482626,0
24000.0,0.021008618,0.4402,24000.0,221.95184744639997,0
16000.0,0.24107353,0.4402,16000.0,1697.9290864959999,0
15000.0,0.096869156,0.4402,15000.0,639.6270370679999,0
5000.0,0.17823742,0.4402,5000.0,392.30056142,0
15000.0,0.13687433,0.4402,15000.0,903.7812009899999,0
15000.0,0.49217388,0.4402,15000.0,3249.8241296399997,0
3500.0,0.17647693,0.4402,3500.0,271.898006051,0
20000.0,0.027413785,0.4402,20000.0,241.35096313999998,0
35000.0,0.17404349,0.4402,35000.0,2681.4880504299995,0
2000.0,0.045752097,0.4402,2000.0,40.2801461988,0
12000.0,0.17502068,0.4402,12000.0,924.5292400320001,0
8000.0,0.18758824,0.4402,8000.0,660.6107459839999,0
10000.0,0.025829064,0.4402,10000.0,113.69953972799999,0
35000.0,0.5633577,0.4402,35000.0,8679.652083899999,1
25600.0,0.100363925,0.4402,25600.0,1131.013114496,0
4325.0,0.09763268,0.4402,4325.0,185.8794423082,0
6000.0,0.14430724,0.4402,6000.0,381.14428228799994,0
18200.0,0.05118676,0.4402,18200.0,410.0898938864,0
10000.0,0.077961355,0.4402,10000.0,343.18588471,0
30000.0,0.13085529,0.4402,30000.0,1728.0749597400002,0
13200.0,0.013060664,0.4402,13200.0,75.89081666496,0
10000.0,0.3337694,0.4402,10000.0,1469.2528988000001,1
3000.0,0.021085659,0.4402,3000.0,27.845721275399995,0
20000.0,0.32081982,0.4402,20000.0,2824.49769528,0
13875.0,0.29574537,0.4402,13875.0,1806.34617725175,1
18000.0,0.40396288,0.4402,18000.0,3200.8402759680002,1
15225.0,0.09882568,0.4402,15225.0,662.3341545156,0
16000.0,0.2578637,0.4402,16000.0,1816.1856118399996,0
21000.0,0.16573617,0.4402,21000.0,1532.0983027139998,1
13000.0,0.0877179,0.4402,13000.0,501.97445453999995,0
20000.0,0.14309885,0.4402,20000.0,1259.8422753999998,0
31075.0,0.080612324,0.4402,31075.0,1102.7133116456598,0
18000.0,0.18425538,0.4402,18000.0,1459.9659289679998,0
5000.0,0.032119416,0.4402,5000.0,70.694834616,0
4675.0,0.26750696,0.4402,4675.0,550.5119357276,0
6000.0,0.2564619,0.4402,6000.0,677.36717028,0
12000.0,0.14597245,0.4402,12000.0,771.0848698799999,0
13000.0,0.07454491,0.4402,13000.0,426.590701966,0
1800.0,0.3120836,0.4402,1800.0,247.282561296,1
4475.0,0.22472653,0.4402,4475.0,442.68766781435,1
14400.0,0.42140362,0.4402,14400.0,2671.2269787456,1
5875.0,0.02368365,0.4402,5875.0,61.25006353875,0
20000.0,0.25793326,0.4402,20000.0,2270.84442104,1
10000.0,0.1294956,0.4402,10000.0,570.0396311999999,0
34100.0,0.17238021,0.4402,34100.0,2587.5683038722,0
24000.0,0.46837157,0.4402,24000.0,4948.251962736,1
5200.0,0.30305237,0.4402,5200.0,693.6989970248,0
16800.0,0.25907937,0.4402,16800.0,1915.9852097232,0
10000.0,0.5043725,0.4402,10000.0,2220.247745,1
22000.0,0.47552186,0.4402,22000.0,4605.1439009840005,1
28000.0,0.21904872,0.4402,28000.0,2699.906903232,1
7200.0,0.43965653,0.4402,7200.0,1393.4649924432,0
18000.0,0.3690582,0.4402,18000.0,2924.26955352,0
8400.0,0.10274955,0.4402,8400.0,379.93495604399993,0
5000.0,0.24551275,0.4402,5000.0,540.37356275,0
5000.0,0.9999962,0.4402,5000.0,2200.9916362,1
2400.0,0.05855875,0.4402,2400.0,61.86614819999999,0
15000.0,0.02944997,0.4402,15000.0,194.45815190999997,0
6075.0,0.16508271,0.4402,6075.0,441.46665932265,0
20000.0,0.034048446,0.4402,20000.0,299.762518584,0
6025.0,0.30594257,0.4402,6025.0,811.42241386685,0
8400.0,0.26943922,0.4402,8400.0,996.3000150095999,0
15000.0,0.20043446,0.4402,15000.0,1323.46873938,0
12000.0,0.4442386,0.4402,12000.0,2346.64598064,1
28800.0,0.0443681,0.4402,28800.0,562.4881234559999,0
5000.0,0.07017633,0.4402,5000.0,154.45810232999997,0
5000.0,0.23047292,0.4402,5000.0,507.2708969199999,0
31500.0,0.28316155,0.4402,31500.0,3926.403000765,0
24000.0,0.20343013,0.4402,24000.0,2149.1986374239996,1
20000.0,0.49428427,0.4402,20000.0,4351.67871308,0
24000.0,0.15563598,0.4402,24000.0,1644.263001504,0
21850.0,0.36721936,0.4402,21850.0,3532.0516756432,0
9500.0,0.07158792,0.4402,9500.0,299.37352264799995,0
20000.0,0.21381332,0.4402,20000.0,1882.4124692799999,0
20000.0,0.25779957,0.4402,20000.0,2269.66741428,0
20000.0,0.14660178,0.4402,20000.0,1290.6820711199998,0
12000.0,0.31140822,0.4402,12000.0,1644.982781328,1
10000.0,0.20593801,0.4402,10000.0,906.53912002,1
12000.0,0.2198106,0.4402,12000.0,1161.12751344,0
12000.0,0.2965803,0.4402,12000.0,1566.65577672,0
6425.0,0.21591535,0.4402,6425.0,610.6701456747501,0
12700.0,0.23491107,0.4402,12700.0,1313.2797332777998,0
35000.0,0.09302681,0.4402,35000.0,1433.26406167,0
15000.0,0.19771571,0.4402,15000.0,1305.51683313,0
20550.0,0.10179747,0.4402,20550.0,920.8711113416999,0
25000.0,0.043061554,0.4402,25000.0,473.89240177,0
14000.0,0.13389042,0.4402,14000.0,825.1398803760001,0
16925.0,0.23696125,0.4402,16925.0,1765.45254258125,0
4700.0,0.25536704,0.4402,4700.0,528.3390837375999,0
5000.0,0.18207842,0.4402,5000.0,400.75460241999997,0
12000.0,0.21654929,0.4402,12000.0,1143.8999694959998,0
12000.0,0.34205657,0.4402,12000.0,1806.879625368,1
15000.0,0.035142582,0.4402,15000.0,232.04646894599998,0
4900.0,0.111057594,0.4402,4900.0,239.54900910612,0
18000.0,0.051806815,0.4402,18000.0,410.496479334,0
18000.0,0.14464091,0.4402,18000.0,1146.076714476,0
25000.0,0.21923167,0.4402,25000.0,2412.6445283499997,0
15000.0,0.38534546,0.4402,15000.0,2544.43607238,1
3600.0,0.26818126,0.4402,3600.0,424.99220634719995,0
33000.0,0.13834487,0.4402,33000.0,2009.6805885420001,0
14950.0,0.040593132,0.4402,14950.0,267.14299576068,0
15000.0,0.040906053,0.4402,15000.0,270.102667959,0
7000.0,0.06555879,0.4402,7000.0,202.012855506,0
35000.0,0.18490987,0.4402,35000.0,2848.90636709,0
8000.0,0.20552695,0.4402,8000.0,723.78370712,0
20000.0,0.23326641,0.4402,20000.0,2053.67747364,1
14375.0,0.027181776,0.4402,14375.0,172.002880806,0
21000.0,0.02094534,0.4402,21000.0,193.622912028,0
3700.0,0.12135619,0.4402,3700.0,197.6576809006,0
8400.0,0.1621825,0.4402,8400.0,599.6989866,0
7200.0,0.04946171,0.4402,7200.0,156.76592214239997,0
16800.0,0.1856275,0.4402,16800.0,1372.7821884,0
9000.0,0.37090865,0.4402,9000.0,1469.46588957,0
6000.0,0.2776883,0.4402,6000.0,733.43033796,0
34000.0,0.17906637,0.4402,34000.0,2680.050546516,0
16000.0,0.18807635,0.4402,16000.0,1324.65934832,0
11200.0,0.22538564,0.4402,11200.0,1111.2052977536,0
6000.0,0.34993318,0.4402,6000.0,924.243515016,0
9100.0,0.08123299,0.4402,9100.0,325.40473600179996,0
10000.0,0.99997663,0.4402,10000.0,4401.8971252599995,1
30000.0,0.12848221,0.4402,30000.0,1696.73606526,1
8450.0,0.9999822,0.4402,8450.0,3719.6237895179997,1
8775.0,0.16001165,0.4402,8775.0,618.08580109575,0
6000.0,0.07492431,0.4402,6000.0,197.89008757199997,0
10000.0,0.087545745,0.4402,10000.0,385.37636948999995,0
10000.0,0.19928056,0.4402,10000.0,877.23302512,0
7200.0,0.52091336,0.4402,7200.0,1651.0036397183999,0
20000.0,0.22422516,0.4402,20000.0,1974.07830864,1
20000.0,0.059224516,0.4402,20000.0,521.412638864,0
5000.0,0.99998534,0.4402,5000.0,2200.96773334,1
15000.0,0.22170888,0.4402,15000.0,1463.94373464,0
23950.0,0.99999774,0.4402,23950.0,10542.7661732946,1
15000.0,0.25132844,0.4402,15000.0,1659.5216893199997,0
2250.0,0.12592112,0.4402,2250.0,124.71857330399999,0
14000.0,0.2276289,0.4402,14000.0,1402.83138492,0
14000.0,0.15704349,0.4402,14000.0,967.827620172,0
18000.0,0.08359658,0.4402,18000.0,662.3858612880001,0
12000.0,0.049747657,0.4402,12000.0,262.7870233368,0
5600.0,0.218347,0.4402,5600.0,538.25155664,0
35000.0,0.22006965,0.4402,35000.0,3390.61309755,1
8000.0,0.99997085,0.4402,8000.0,3521.4973453599996,1
2400.0,0.17839354,0.4402,2400.0,188.46920713919997,0
35000.0,0.070023544,0.4402,35000.0,1078.8527424079998,0
7000.0,0.027545122,0.4402,7000.0,84.8775389308,0
8000.0,0.46331328,0.4402,8000.0,1631.604046848,0
6125.0,0.26857632,0.4402,6125.0,724.1421883919999,0
10400.0,0.08244748,0.4402,10400.0,377.4511592384,0
30000.0,0.0843675,0.4402,30000.0,1114.157205,0
4000.0,0.13585858,0.4402,4000.0,239.21978766400002,0
10000.0,0.08092084,0.4402,10000.0,356.21353768,1
16000.0,0.3598203,0.4402,16000.0,2534.2863369599995,0
24000.0,0.3033186,0.4402,24000.0,3204.50034528,0
19225.0,0.07974526,0.4402,19225.0,674.8717748647,1
13000.0,0.17579997,0.4402,13000.0,1006.0329083219999,0
2000.0,0.14332478,0.4402,2000.0,126.18313631200002,1
19200.0,0.22848795,0.4402,19200.0,1931.143595328,0
10000.0,0.13007882,0.4402,10000.0,572.60696564,0
35000.0,0.2527948,0.4402,35000.0,3894.8094835999996,1
15000.0,0.043904133,0.4402,15000.0,289.89899019899997,0
35000.0,0.3124926,0.4402,35000.0,4814.5734882,1
18000.0,0.29290295,0.4402,18000.0,2320.84581462,0
8000.0,0.25729394,0.4402,8000.0,906.086339104,0
15000.0,0.1615116,0.4402,15000.0,1066.4610948,0
17400.0,0.09609343,0.4402,17400.0,736.0257052164,0
35000.0,0.2435611,0.4402,35000.0,3752.5458677,0
12000.0,0.09248143,0.4402,12000.0,488.523905832,0
24000.0,0.34767854,0.4402,24000.0,3673.1542393919995,0
8000.0,0.05589071,0.4402,8000.0,196.824724336,0
16775.0,0.179795,0.4402,16775.0,1327.670107225,0
8000.0,0.012747984,0.4402,8000.0,44.8933004544,0
21000.0,0.14665093,0.4402,21000.0,1355.670527106,0
10000.0,0.5202838,0.4402,10000.0,2290.2892875999996,0
6000.0,0.18488315,0.4402,6000.0,488.31337577999994,0
6000.0,0.065432034,0.4402,6000.0,172.8190882008,0
8400.0,0.1786033,0.4402,8400.0,660.4178503439999,0
10000.0,0.24390353,0.4402,10000.0,1073.66333906,1
6000.0,0.12800352,0.4402,6000.0,338.082897024,0
20000.0,0.27386537,0.4402,20000.0,2411.11071748,0
4600.0,0.12872373,0.4402,4600.0,260.6552553516,0
20000.0,0.07276478,0.4402,20000.0,640.62112312,0
15000.0,0.17430621,0.4402,15000.0,1150.94390463,0
12000.0,0.20537946,0.4402,12000.0,1084.896459504,0
5000.0,0.05922885,0.4402,5000.0,130.36269885,0
6000.0,0.1321074,0.4402,6000.0,348.92206488000005,0
6000.0,0.3163463,0.4402,6000.0,835.53384756,0
28000.0,0.38999766,0.4402,28000.0,4806.955158096,1
15000.0,0.25430277,0.4402,15000.0,1679.16119031,0
10500.0,0.18403232,0.4402,10500.0,850.615786272,0
10000.0,0.13027418,0.4402,10000.0,573.46694036,0
3600.0,0.021148466,0.4402,3600.0,33.51439703952,0
10000.0,0.39260903,0.4402,10000.0,1728.26495006,1
30000.0,0.20761673,0.4402,30000.0,2741.7865363799997,0
8000.0,0.23166294,0.4402,8000.0,815.824209504,1
15000.0,0.025088703,0.4402,15000.0,165.660705909,0
21600.0,0.19956006,0.4402,21600.0,1897.4809096992,0
12000.0,0.12174884,0.4402,12000.0,643.1260724159999,1
28000.0,0.13093454,0.4402,28000.0,1613.8467662239998,0
6400.0,0.07203946,0.4402,6400.0,202.9553298688,0
15000.0,0.29303956,0.4402,15000.0,1934.9402146799996,0
13000.0,0.11165584,0.4402,13000.0,638.961709984,0
10000.0,0.17593426,0.4402,10000.0,774.4626125200001,0
24800.0,0.0919364,0.4402,24800.0,1003.6660013439999,0
12000.0,0.5550758,0.4402,12000.0,2932.13240592,1
15000.0,0.29372296,0.4402,15000.0,1939.4527048799996,0
24000.0,0.2704581,0.4402,24000.0,2857.33573488,1
2000.0,0.21319808,0.4402,2000.0,187.699589632,0
22600.0,0.2039721,0.4402,22600.0,2029.2205162919997,0
13500.0,0.15231982,0.4402,13500.0,905.1909943139998,0
6000.0,0.34255832,0.4402,6000.0,904.765034784,0
5000.0,0.27663586,0.4402,5000.0,608.87552786,0
20000.0,0.07846184,0.4402,20000.0,690.7780393600001,0
12000.0,0.10355346,0.4402,12000.0,547.010797104,0
32000.0,0.2648491,0.4402,32000.0,3730.77036224,0
15200.0,0.031793885,0.4402,15200.0,212.7341562904,0
12500.0,0.08822821,0.4402,12500.0,485.4757255249999,0
21000.0,0.198326,0.4402,21000.0,1833.3652092,0
16000.0,0.26316467,0.4402,16000.0,1853.5214037439998,0
24650.0,0.18933035,0.4402,24650.0,2054.4103747255,0
11000.0,0.27415502,0.4402,11000.0,1327.5134378440002,0
22400.0,0.22610186,0.4402,22400.0,2229.4728684928,0
15125.0,0.24538434,0.4402,15125.0,1633.7750703285,0
8000.0,0.14063789,0.4402,8000.0,495.2703934239999,1
8000.0,0.109655485,0.4402,8000.0,386.16275597599997,0
11000.0,0.16578563,0.4402,11000.0,802.767177586,0
28500.0,0.23784927,0.4402,28500.0,2983.985586639,1
25000.0,0.31223428,0.4402,25000.0,3436.1382513999997,0
7000.0,0.33530176,0.4402,7000.0,1033.198843264,0
12000.0,0.22080414,0.4402,12000.0,1166.375789136,1
5875.0,0.13319287,0.4402,5875.0,344.46007057224995,0
18000.0,0.12630922,0.4402,18000.0,1000.8237355919999,0
28000.0,0.056398585,0.4402,28000.0,695.146399276,0
35000.0,0.12680104,0.4402,35000.0,1953.62362328,0
31800.0,0.051328838,0.4402,31800.0,718.51955270568,0
25000.0,0.32434946,0.4402,25000.0,3569.4658073,0
16000.0,0.14357643,0.4402,16000.0,1011.237511776,0
35000.0,0.30573255,0.4402,35000.0,4710.42139785,1
18000.0,0.24573615,0.4402,18000.0,1947.1149581399998,0
10000.0,0.60542244,0.4402,10000.0,2665.06958088,1
8000.0,0.112327926,0.4402,8000.0,395.57402420159997,0
15000.0,0.16890925,0.4402,15000.0,1115.30777775,0
20000.0,0.29536715,0.4402,20000.0,2600.4123886,0
14000.0,0.07605695,0.4402,14000.0,468.72377145999997,1
20500.0,0.062814385,0.4402,20500.0,566.8432916785,0
4700.0,0.21503904,0.4402,4700.0,444.90287141759995,0
28000.0,0.15341608,0.4402,28000.0,1890.9452356479999,0
12000.0,0.19306321,0.4402,12000.0,1019.8371005040001,0
7200.0,0.10087407,0.4402,7200.0,319.71431242079996,0
11000.0,0.013112561,0.4402,11000.0,63.4936428742,0
11000.0,0.087054364,0.4402,11000.0,421.5346413608,0
3500.0,0.08543979,0.4402,3500.0,131.637084453,0
23850.0,0.24055381,0.4402,23850.0,2525.5191238137,0
3600.0,0.082813054,0.4402,3600.0,131.23550293487997,0
16500.0,0.23112302,0.4402,16500.0,1678.715831166,0
8275.0,0.99997246,0.4402,8275.0,3642.5546812812995,1
35000.0,0.06635978,0.4402,35000.0,1022.4051304599998,0
20000.0,0.4869466,0.4402,20000.0,4287.0778664,1
22800.0,0.23010685,0.4402,22800.0,2309.481206436,0
10000.0,0.12819155,0.4402,10000.0,564.2992030999999,1
19000.0,0.16765723,0.4402,19000.0,1402.251540274,0
6000.0,0.11565011,0.4402,6000.0,305.455070532,0
35000.0,0.12450708,0.4402,35000.0,1918.28058156,0
6000.0,0.15561834,0.4402,6000.0,411.019159608,0
16000.0,0.1506915,0.4402,16000.0,1061.3503728,0
5000.0,0.27102253,0.4402,5000.0,596.5205885299999,0
3000.0,0.107993744,0.4402,3000.0,142.6165383264,1
20000.0,0.16806231,0.4402,20000.0,1479.6205772399999,1
24000.0,0.1723834,0.4402,24000.0,1821.19614432,0
20000.0,0.015119732,0.4402,20000.0,133.114120528,0
8000.0,0.9999549,0.4402,8000.0,3521.4411758399997,1
5000.0,0.056504726,0.4402,5000.0,124.36690192599998,0
20000.0,0.9999955,0.4402,20000.0,8803.960382,1
5000.0,0.16237608,0.4402,5000.0,357.38975208,1
12000.0,0.9999973,0.4402,12000.0,5282.38573752,1
